epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,19.4812,1.32339,3.0336,1.55441,0.00463,1,0.19212,0.13181,0.66542,2.86104,1.01423,8.335e-05,8.335e-05,8.335e-05
2,34.3016,1.21178,2.93468,1.42889,0.00462,1,0.37488,0.26287,0.81965,2.87995,1.19996,0.000181555,0.000181555,0.000181555
3,49.3443,1.13894,2.70748,1.39903,0.00463,1,0.53648,0.3431,0.86674,2.86755,1.26522,0.000277779,0.000277779,0.000277779
4,64.1769,1.10588,2.59436,1.38885,0.00462,1,0.4912,0.28907,0.99644,2.85286,1.32473,0.000372023,0.000372023,0.000372023
5,78.9613,1.16462,2.43196,1.50169,0.00462,1,0.53942,0.3237,1.08919,2.77428,1.49954,0.000464286,0.000464286,0.000464286
6,93.7423,1.0959,2.26961,1.42602,0.00462,1,0.4381,0.23245,1.43844,2.72849,1.63571,0.000554569,0.000554569,0.000554569
7,105.114,1.26255,2.25762,1.54017,0.00463,1,0.42318,0.22083,1.43219,2.70742,1.90859,0.000642872,0.000642872,0.000642872
8,117.865,1.2661,2.18451,1.52718,0.00467,1,0.33381,0.10604,1.63867,2.7783,2.31966,0.000729194,0.000729194,0.000729194
9,130.979,1.21116,2.08863,1.48218,0.19343,0.60606,0.33804,0.11856,1.77656,2.75102,2.29772,0.000813536,0.000813536,0.000813536
10,135.879,1.31861,2.00526,1.52733,0.44984,0.43182,0.45048,0.1631,1.89127,2.61908,2.30543,0.000895897,0.000895897,0.000895897
11,140.749,1.27562,2.02914,1.54216,0.56691,0.30303,0.42789,0.16705,2.01758,2.43013,2.36377,0.000976279,0.000976279,0.000976279
12,146.427,1.26237,1.88552,1.47992,0.37123,0.2197,0.22396,0.09669,2.47515,2.47397,2.67998,0.00105468,0.00105468,0.00105468
13,153.304,1.2746,1.9357,1.5058,0.59472,0.41766,0.53744,0.29929,1.58755,2.21272,2.08317,0.0011311,0.0011311,0.0011311
14,159.636,1.28208,1.80375,1.47923,0.21027,0.29545,0.25195,0.13923,2.07669,2.81726,2.37917,0.00120554,0.00120554,0.00120554
15,165.966,1.25646,1.8873,1.49198,0.31669,0.29545,0.34067,0.19759,2.1056,2.82908,2.46936,0.001278,0.001278,0.001278
16,171.208,1.25189,1.94886,1.51044,0.44725,0.46212,0.39803,0.15906,1.90063,2.68044,2.46144,0.00134848,0.00134848,0.00134848
17,176.449,1.28477,1.92454,1.54693,0.35017,0.29545,0.27211,0.10148,2.22482,2.9732,2.95145,0.00140295,0.00140295,0.00140295
18,181.65,1.37485,2.00592,1.65697,0.11832,0.34848,0.17358,0.06555,2.31031,2.96992,2.98795,0.00138644,0.00138644,0.00138644
19,186.888,1.23368,1.84635,1.49523,0.50464,0.18304,0.28427,0.07505,2.2743,2.67647,2.91577,0.00136994,0.00136994,0.00136994
20,192.742,1.27837,1.78403,1.47907,0.5,0.13925,0.24356,0.14263,2.33419,2.66854,2.62739,0.00135344,0.00135344,0.00135344
21,197.524,1.33265,1.81098,1.54798,0.18552,0.25,0.26724,0.1444,2.1133,2.69853,2.55389,0.00133693,0.00133693,0.00133693
22,202.223,1.31737,1.88651,1.50307,0.26199,0.50758,0.34468,0.16272,1.73643,2.68657,2.23053,0.00132043,0.00132043,0.00132043
23,206.87,1.21273,1.72107,1.43215,0.39658,0.45986,0.37873,0.17173,1.87217,2.69538,2.41701,0.00130393,0.00130393,0.00130393
24,211.619,1.2432,1.73839,1.45994,0.3767,0.51515,0.51616,0.27672,1.62467,2.75387,1.92458,0.00128742,0.00128742,0.00128742
25,216.315,1.27614,1.68254,1.45838,0.63299,0.47472,0.56008,0.29757,1.69493,3.02737,1.95647,0.00127092,0.00127092,0.00127092
26,221.02,1.26106,1.81705,1.46371,0.67525,0.37879,0.33383,0.20421,1.98421,2.899,2.16885,0.00125442,0.00125442,0.00125442
27,225.699,1.17861,1.68006,1.40937,0.76961,0.25,0.27722,0.16766,2.35891,2.95074,2.50317,0.00123791,0.00123791,0.00123791
28,230.397,1.14945,1.67119,1.40667,0.42683,0.28752,0.28244,0.1489,2.30732,2.88359,2.54911,0.00122141,0.00122141,0.00122141
29,235.05,1.14722,1.70596,1.39775,0.49105,0.34091,0.38506,0.17199,2.24855,2.91625,2.51292,0.00120491,0.00120491,0.00120491
30,239.772,1.09296,1.64346,1.37729,0.7336,0.38025,0.44615,0.18761,2.48485,2.92358,2.74601,0.0011884,0.0011884,0.0011884
31,244.444,1.07857,1.53435,1.36376,0.83014,0.29999,0.35199,0.14917,2.78884,3.01724,3.15041,0.0011719,0.0011719,0.0011719
32,249.179,1.12001,1.61899,1.4154,0.57182,0.38636,0.44758,0.19168,2.42211,2.8795,2.70828,0.0011554,0.0011554,0.0011554
33,253.839,1.21744,1.67323,1.50072,0.60035,0.38636,0.39728,0.16967,2.48014,2.55592,2.84049,0.00113889,0.00113889,0.00113889
34,258.566,1.18712,1.47333,1.44825,0.53456,0.45067,0.42037,0.15946,2.5852,2.39317,2.88628,0.00112239,0.00112239,0.00112239
35,263.26,1.12483,1.52854,1.39548,0.68184,0.36634,0.45012,0.20001,2.54562,2.43891,2.84386,0.00110589,0.00110589,0.00110589
36,267.96,1.10278,1.43531,1.41193,0.46886,0.41571,0.48066,0.22508,2.01939,2.48146,2.31249,0.00108938,0.00108938,0.00108938
37,272.602,1.03752,1.38734,1.34362,0.49492,0.43182,0.53272,0.23089,1.95226,2.28921,2.26915,0.00107288,0.00107288,0.00107288
38,277.301,1.09798,1.45875,1.33689,0.40853,0.43182,0.31211,0.10479,2.22099,2.6201,2.34961,0.00105638,0.00105638,0.00105638
39,281.977,1.01679,1.40883,1.34676,0.30466,0.34091,0.32784,0.10261,2.3771,3.01632,2.53946,0.00103987,0.00103987,0.00103987
40,286.675,1.16082,1.51851,1.54014,0.44447,0.38636,0.38196,0.13601,2.49759,2.52552,2.67533,0.00102337,0.00102337,0.00102337
41,291.421,1.12092,1.45692,1.35914,0.29671,0.30303,0.34211,0.13154,2.3287,2.50165,2.41629,0.00100687,0.00100687,0.00100687
42,296.328,1.0585,1.34018,1.32702,0.40882,0.39911,0.44839,0.20658,2.07689,2.34629,2.37316,0.000990365,0.000990365,0.000990365
43,301.022,1.02467,1.32439,1.29613,0.47948,0.58374,0.51603,0.25511,1.81687,2.10013,2.1714,0.000973861,0.000973861,0.000973861
44,305.771,1.05994,1.33355,1.3173,0.31045,0.70792,0.37777,0.18184,1.86475,2.32351,2.25464,0.000957358,0.000957358,0.000957358
45,310.455,1.03619,1.33197,1.314,0.32803,0.64394,0.36781,0.18406,1.97984,2.22684,2.42807,0.000940855,0.000940855,0.000940855
46,315.148,1.02701,1.41057,1.36948,0.37888,0.68939,0.47419,0.21295,2.02778,2.13769,2.57982,0.000924352,0.000924352,0.000924352
47,319.826,0.99486,1.29188,1.27759,0.42603,0.64394,0.47946,0.23891,1.95174,1.93309,2.39588,0.000907848,0.000907848,0.000907848
48,324.522,0.97634,1.35009,1.31942,0.52695,0.68182,0.56513,0.28963,1.64503,1.89377,1.946,0.000891345,0.000891345,0.000891345
49,329.167,1.06984,1.36113,1.38049,0.64024,0.68182,0.59796,0.28979,1.64342,1.88729,1.91741,0.000874842,0.000874842,0.000874842
50,333.888,0.97004,1.29762,1.27,0.54399,0.73214,0.67204,0.36011,1.60949,1.65576,1.91385,0.000858338,0.000858338,0.000858338
51,338.565,0.93544,1.22937,1.23227,0.54299,0.70971,0.66144,0.3944,1.51639,1.65115,1.85857,0.000841835,0.000841835,0.000841835
52,343.282,1.00405,1.24258,1.28994,0.48566,0.68939,0.55626,0.31621,1.5876,1.85872,1.94742,0.000825332,0.000825332,0.000825332
53,347.913,0.95775,1.14629,1.25249,0.5007,0.55941,0.5082,0.32454,1.50115,1.74819,1.87791,0.000808828,0.000808828,0.000808828
54,352.663,0.90956,1.16186,1.2283,0.63167,0.64558,0.6175,0.2601,1.7316,1.77874,2.03727,0.000792325,0.000792325,0.000792325
55,357.371,0.97811,1.20126,1.26182,0.58158,0.65152,0.68495,0.20784,1.95945,1.89885,2.26058,0.000775822,0.000775822,0.000775822
56,362.078,1.1034,1.34153,1.43419,0.70901,0.52273,0.65772,0.22985,2.0115,1.97058,2.30211,0.000759318,0.000759318,0.000759318
57,366.746,1.03102,1.24327,1.40245,0.61331,0.60606,0.64546,0.26241,1.93097,1.90409,2.23268,0.000742815,0.000742815,0.000742815
58,371.485,1.04284,1.22712,1.34455,0.65357,0.47727,0.54354,0.24727,1.83366,1.93537,2.17427,0.000726312,0.000726312,0.000726312
59,376.143,0.94626,1.1621,1.22528,0.50443,0.65739,0.58431,0.25858,1.84565,1.83061,2.21046,0.000709809,0.000709809,0.000709809
60,380.912,0.95595,1.13334,1.28322,0.50559,0.81672,0.64959,0.30046,1.70831,1.71915,2.08073,0.000693305,0.000693305,0.000693305
61,385.579,0.91906,1.12448,1.27016,0.66288,0.68626,0.73463,0.37325,1.66641,1.62021,2.09641,0.000676802,0.000676802,0.000676802
62,390.298,0.94995,1.23057,1.22332,0.68758,0.71324,0.70192,0.33273,1.48369,1.67921,1.95209,0.000660299,0.000660299,0.000660299
63,394.977,0.91906,1.18002,1.23965,0.57082,0.73191,0.68136,0.32432,1.57908,1.60093,2.12378,0.000643795,0.000643795,0.000643795
64,399.748,0.93249,1.09967,1.24566,0.79228,0.59645,0.6553,0.25979,1.74302,1.61329,2.21268,0.000627292,0.000627292,0.000627292
65,404.404,0.91051,1.1034,1.24902,0.54911,0.81457,0.76339,0.31265,1.78255,1.61805,2.2726,0.000610789,0.000610789,0.000610789
66,409.08,0.86116,1.03802,1.19624,0.69569,0.53797,0.7131,0.32811,1.73597,1.66441,2.2458,0.000594286,0.000594286,0.000594286
67,413.727,0.96057,1.15024,1.27469,0.70182,0.53968,0.71743,0.31136,1.71279,1.60556,2.17377,0.000577782,0.000577782,0.000577782
68,418.421,0.8098,0.90797,1.13409,0.85925,0.60606,0.74234,0.31897,1.72347,1.57615,2.17207,0.000561279,0.000561279,0.000561279
69,423.085,0.84361,1.00796,1.19773,0.70678,0.73485,0.75519,0.32217,1.62551,1.53416,2.00885,0.000544776,0.000544776,0.000544776
70,427.861,0.9125,1.02603,1.24719,0.78703,0.73026,0.74209,0.34937,1.62311,1.65061,1.97811,0.000528272,0.000528272,0.000528272
71,432.643,0.83668,1.04243,1.17954,0.75101,0.64957,0.69733,0.33432,1.56562,1.68767,1.87537,0.000511769,0.000511769,0.000511769
72,437.653,0.88992,1.13485,1.23207,0.74578,0.56061,0.63336,0.32923,1.58051,1.67514,1.85507,0.000495266,0.000495266,0.000495266
73,442.782,0.88633,1.02025,1.2025,0.68422,0.56061,0.60467,0.30422,1.62004,1.73111,1.93707,0.000478762,0.000478762,0.000478762
74,447.786,0.84215,0.91796,1.19164,0.46632,0.56061,0.55486,0.28312,1.67321,1.80306,2.01182,0.000462259,0.000462259,0.000462259
75,452.574,0.8284,0.98113,1.22858,0.65483,0.38636,0.53177,0.28631,1.66934,1.90406,1.99224,0.000445756,0.000445756,0.000445756
76,457.503,0.86111,0.99949,1.20017,0.41224,0.65152,0.56863,0.33918,1.56584,1.84582,1.9243,0.000429253,0.000429253,0.000429253
77,462.285,0.83472,0.93408,1.21629,0.43516,0.69697,0.54597,0.33742,1.47954,1.63968,1.8432,0.000412749,0.000412749,0.000412749
78,467.136,0.87004,1.08066,1.23307,0.60223,0.73048,0.72691,0.48353,1.26637,1.32269,1.69931,0.000396246,0.000396246,0.000396246
79,471.924,0.79204,0.89538,1.16235,0.89347,0.65909,0.75844,0.52011,1.17764,1.26991,1.65625,0.000379743,0.000379743,0.000379743
80,477.013,0.76602,0.9167,1.15482,0.58802,0.89472,0.77511,0.5013,1.24058,1.23324,1.73181,0.000363239,0.000363239,0.000363239
81,482.498,0.81327,0.99684,1.2534,0.657,0.75872,0.81141,0.51368,1.21859,1.20269,1.70541,0.000346736,0.000346736,0.000346736
82,487.951,0.75194,0.90969,1.1247,0.76893,0.77785,0.87023,0.55173,1.20624,1.193,1.67178,0.000330233,0.000330233,0.000330233
83,493.06,0.86969,0.93383,1.1779,0.9152,0.63902,0.85226,0.53848,1.26519,1.16764,1.71237,0.000313729,0.000313729,0.000313729
84,498.081,0.77804,0.92033,1.19314,0.82607,0.73077,0.82048,0.50478,1.28343,1.19244,1.72281,0.000297226,0.000297226,0.000297226
85,503.026,0.72196,0.78078,1.10028,0.83143,0.73543,0.81032,0.50471,1.28513,1.22444,1.72989,0.000280723,0.000280723,0.000280723
86,507.844,0.86092,1.07488,1.23934,0.91582,0.6975,0.79431,0.47037,1.35549,1.28218,1.80221,0.00026422,0.00026422,0.00026422
87,512.538,0.71008,0.93456,1.15212,0.87556,0.65954,0.76448,0.45728,1.37404,1.28996,1.80502,0.000247716,0.000247716,0.000247716
88,517.325,0.75418,0.87417,1.14433,0.64048,0.7473,0.72935,0.43233,1.46381,1.30658,1.89102,0.000231213,0.000231213,0.000231213
89,522.077,0.73657,0.89778,1.12994,0.603,0.83333,0.74542,0.41206,1.49524,1.34845,1.91608,0.00021471,0.00021471,0.00021471
90,526.859,0.72021,0.78826,1.12033,0.52497,0.83181,0.65478,0.37721,1.53552,1.45525,1.92429,0.000198206,0.000198206,0.000198206
91,543.553,0.66024,0.93002,1.10911,0.48389,0.83333,0.651,0.37168,1.54615,1.4694,1.92993,0.000181703,0.000181703,0.000181703
92,548.336,0.69202,1.25458,1.12803,0.68472,0.62121,0.65575,0.38923,1.53328,1.51417,1.92917,0.0001652,0.0001652,0.0001652
93,553.026,0.69783,0.82255,1.18968,0.58117,0.67845,0.6402,0.38801,1.47145,1.57526,1.86136,0.000148696,0.000148696,0.000148696
94,557.87,0.66073,0.76533,1.09179,0.51858,0.70455,0.60783,0.35878,1.53243,1.56401,1.95883,0.000132193,0.000132193,0.000132193
95,562.643,0.65631,0.87028,1.03925,0.49661,0.70455,0.61417,0.3626,1.52007,1.60617,1.94094,0.00011569,0.00011569,0.00011569
96,567.432,0.57844,0.79745,1.0471,0.41129,0.78022,0.59437,0.36655,1.51569,1.58838,1.89595,9.91865e-05,9.91865e-05,9.91865e-05
97,572.185,0.55547,0.74405,1.05728,0.39674,0.78788,0.59009,0.36014,1.48624,1.58692,1.87188,8.26832e-05,8.26832e-05,8.26832e-05
98,576.952,0.56405,0.76569,1.07715,0.39219,0.71338,0.54361,0.30481,1.44718,1.60659,1.84651,6.61799e-05,6.61799e-05,6.61799e-05
99,581.699,0.59496,0.75065,1.10408,0.39641,0.69898,0.54708,0.30623,1.44441,1.62725,1.85736,4.96766e-05,4.96766e-05,4.96766e-05
100,586.465,0.62613,0.79337,1.03629,0.47568,0.67116,0.5432,0.30425,1.45561,1.65414,1.87015,3.31733e-05,3.31733e-05,3.31733e-05
